address,attributes,business_id,categories,city,hours,is_open,latitude,longitude,name,neighborhood,postal_code,review_count,stars,state,type,ContainBakeries
207 21st St,"['BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery: False', 'RestaurantsPriceRange2: 2', 'RestaurantsTakeOut: True']",6tdkFaMnTfDCiPG97qKVHA,"['Bakeries', 'Food']",Pittsburgh,"['Monday 7:0-16:0', 'Tuesday 7:0-16:0', 'Wednesday 7:0-16:0', 'Thursday 7:0-16:0', 'Friday 7:0-16:0', 'Saturday 7:0-16:0', 'Sunday 7:0-14:0']",1,40.4516262,-79.982709,Colangelo's Bakery,Strip District,15222,36,5.0,PA,business,1
28 Old Clairton Rd,"['BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2: 1', 'WheelchairAccessible: True']",zrVScOF63r1LuZNbKr5qBg,"['Bakeries', 'Food']",Pittsburgh,,0,40.3397072,-79.9647997,Kribel's Bakery,,15236,3,4.0,PA,business,1
4605 Butler St,"['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly: False', 'Caters: True', 'GoodForKids: True', ""GoodForMeal: {'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False}"", 'HasTV: False', 'NoiseLevel: average', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: False', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: free']",oS96aJIHFWcFAlGHKKXjaw,"['Food', 'Bakeries', 'French', 'Restaurants']",Pittsburgh,"['Monday 7:30-16:30', 'Tuesday 7:30-16:30', 'Wednesday 7:30-16:30', 'Thursday 7:30-16:30', 'Friday 7:30-16:30', 'Saturday 9:0-14:30', 'Sunday 9:0-14:30']",1,40.47313,-79.958894,La Gourmandine Bakery & Pastry Shop,Lawrenceville,15201,303,4.5,PA,business,1
213 Commercial Ave,"['BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery: False', 'RestaurantsPriceRange2: 2', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True']",7m0smV1-RvM1GnWhCTjy7Q,"['Desserts', 'Cupcakes', 'Food', 'Bakeries']",Aspinwall,"['Monday 9:0-14:0', 'Tuesday 9:0-18:0', 'Wednesday 9:0-18:0', 'Thursday 9:0-18:0', 'Friday 9:0-18:0', 'Saturday 8:0-16:0']",1,40.490432,-79.904529,Bella Christie and Lil' Z's Sweet Boutique,Aspinwall,15215,26,4.0,PA,business,1
"1 Forsythe Rd, Ste 3","['BusinessAcceptsCreditCards: True', 'RestaurantsDelivery: True']",AaayVF6TxHup_ZrNEyA-_Q,"['Food', 'Desserts', 'Shopping', 'Bakeries', 'Flowers & Gifts']",Presto,"['Monday 8:0-16:0', 'Tuesday 8:0-16:0', 'Wednesday 8:0-16:0', 'Thursday 8:0-16:0', 'Friday 8:0-16:0', 'Saturday 10:0-13:0']",1,40.374823,-80.115598,Cookies by Design,,15142,4,5.0,PA,business,1
5243 Library Rd,"['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters: True', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: False', 'NoiseLevel: average', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: free']",p9y8sbVHi-0vrsFoMU0jJg,"['Restaurants', 'Breakfast & Brunch', 'Soup', 'Bakeries', 'Sandwiches', 'Salad', 'Bagels', 'Food']",Bethel Park,"['Monday 6:30-21:0', 'Tuesday 6:30-21:0', 'Wednesday 6:30-21:0', 'Thursday 6:30-21:0', 'Friday 6:30-21:0', 'Saturday 6:30-21:0', 'Sunday 7:0-20:0']",1,40.332715,-80.022094,Panera Bread,,15102,17,2.5,PA,business,1
517 Greenfield Ave,"['BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating: True', 'RestaurantsDelivery: False', 'RestaurantsPriceRange2: 1', 'RestaurantsTakeOut: True', 'WiFi: free']",hWzbOi1-eS8PmPyZRV8Lew,"['Coffee & Tea', 'Home & Garden', 'Shopping', 'Bakeries', 'Arts & Crafts', 'Food', 'Home Decor']",Pittsburgh,"['Monday 6:0-19:0', 'Tuesday 6:0-19:0', 'Wednesday 6:0-19:0', 'Thursday 6:0-19:0', 'Friday 6:0-19:0', 'Saturday 7:0-19:0', 'Sunday 7:0-16:0']",1,40.4258357,-79.9418473,Staghorn Garden Cafe,Greenfield,15207,24,4.5,PA,business,1
430 Market St,"['BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery: False', 'RestaurantsPriceRange2: 2', 'RestaurantsTakeOut: True']",2x9yQ6UEiZifHTbzY1ei9Q,"['Desserts', 'Bakeries', 'Food']",Pittsburgh,"['Monday 7:0-18:0', 'Tuesday 7:0-18:0', 'Wednesday 7:0-18:0', 'Thursday 7:0-18:0', 'Friday 7:0-18:0', 'Saturday 9:0-16:0', 'Sunday 10:0-15:0']",1,40.440995,-80.002186,Prantl's Bakery,Downtown,15222,39,3.5,PA,business,1
"535 Smithfield St, Oliver Bldg","['BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery: False', 'RestaurantsPriceRange2: 1']",oi4dg_m1NBpXRDQN3qkN9Q,"['Food', 'Bakeries']",Pittsburgh,,1,40.4413521,-79.9980174,Au Bon Pain Co,Downtown,15222,7,3.0,PA,business,1
1701 Duncan Ave,"['BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery: False', 'RestaurantsPriceRange2: 2']",CxxAzUN3J38UTZB6MyGB3Q,"['Donuts', 'Food', 'Bakeries']",Allison Park,,0,40.5673828,-79.999307,Dudt P J Bakery,,15101,11,3.0,PA,business,1
